CAS,FOUND_BY,DTXSID,PREFERRED_NAME,AVERAGE_MASS,MOLECULAR_FORMULA,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
83905-01-5,CASRN,DTXSID8030760,Azithromycin,748.996,C38H72N2O12,N/A,563.769,0.000125603,1.153,N/A,N/A,489.489,119.821,-0.013,0.00184927,N/A,N/A,N/A,N/A,5.02E-16,0.000421697,2.54E-11,6.21404,15.2326,385.198,1.29E-11,0.525997,9.53237,43410.3,4.01868,114.031,N/A,N/A,4.34E-10,0.000273043
83891-03-6,CASRN,DTXSID80866540,Norfluoxetine,295.305,C16H16F3NO,141.906,346.298,3.0903E-06,1.252,0.812,3.31131E-06,172.907,70.349,0.32,0.00534564,N/A,N/A,2.30144E-05,N/A,2.46604E-06,1.69044E-05,1.31E-11,49.3204,3.55191,323.349,1.00159E-06,0.554134,9.68952,6683.52,3.51519,116.338,N/A,N/A,1.64E-07,0.000124076
83881-51-0,CASRN,DTXSID4022787,Cetirizine,388.89,C21H25ClN2O3,15.9956,435.251,1.04713E-05,1.241,0.925,2.57632E-06,269.286,148.988,0.239,0.00260615,48.084,144.726,8.70964E-06,106.17,1.38E-09,0.000445656,2.03E-11,8.9119,4.52314,346.029,1.05E-10,0.478872,10.383,1113.5,1.70256,112.661,N/A,N/A,9.11E-09,7.87693E-06
83799-24-0,CASRN,DTXSID00861411,Fexofenadine,501.667,C32H39NO4,15.9956,514.695,8.97429E-06,1.203,0.836,1.17E-07,327.017,180.424,0.02,0.00196336,N/A,N/A,5.38E-07,N/A,1.45E-11,1.37088E-05,2.49E-11,12.6434,92.7531,422.956,2.43E-08,0.350966,9.45426,160099,4.50643,142.596,N/A,N/A,2.61E-09,5.53829E-06
83-66-9,CASRN,DTXSID7025689,Musk ambrette,268.269,C12H16N2O5,175.388,343.67,7.14496E-06,1.254,0.934,1.09901E-06,153.304,93.208,-0.049,0.000833681,N/A,137.21,1.41579E-05,4.60257,1.72982E-05,0.000013213,1.64E-11,1857.43,3.54072,356.994,5.15454E-06,0.191167,7.50407,5167.34,3.66586,85.0307,N/A,N/A,0.000118232,6.96335E-05
83-46-5,CASRN,DTXSID5022481,beta-Sitosterol,414.718,C29H50O,785.236,408.379,9.18E-07,0.899,0.963,1.40E-07,213.344,128.118,0.226,0.00215774,37.034,N/A,N/A,N/A,3.06E-08,1.39E-07,3.11E-11,729.105,256.191,390.842,4.77E-08,13.739,10.3464,58813.2,9.22714,143.458,N/A,N/A,1.88E-08,2.91967E-06
834-12-8,CASRN,DTXSID1023869,Ametryn,227.33,C9H17N5S,5.28445,360.753,8.12831E-05,1.175,0.608,6.01174E-05,186.304,87.819,0.207,0.00456037,N/A,N/A,N/A,N/A,8.71E-07,0.00110662,1.50E-11,6.50732,3.35341,344.987,2.34E-08,0.138197,9.06819,389.067,2.9793,88.05,N/A,N/A,2.72716E-06,0.000901246
83-34-1,CASRN,DTXSID8021775,3-Methylindole,131.178,C9H9N,17.9473,272.337,2.99226E-05,1.12,0.668,0.000117761,122.759,77.469,0.443,N/A,N/A,N/A,0.000477529,4.87528,0.000944061,0.00429536,3.10E-11,9.50261,2.65063,266.199,2.20623E-06,0.159113,7.77471,673.328,2.59991,97.062,N/A,N/A,0.00554735,0.00382214
83-32-9,CASRN,DTXSID3021774,Acenaphthene,154.212,C12H10,366.438,290.519,1.52405E-05,1.11,0.578,1.10917E-05,129.066,79.597,0.399,0.009977,39.758,125.792,0.000120781,5.40754,0.00145881,3.36512E-05,5.78E-11,755.891,38.9348,278.932,0.000184171,3.19043,6.32789,3896.37,3.9209,93.2455,N/A,N/A,0.00214836,3.65935E-05
82834-16-0,CASRN,DTXSID6023440,Perindopril,368.474,C19H32N2O5,1.35207,436.233,0.000190546,1.167,0.797,0.000011272,285.242,134.236,0.104,0.000866962,N/A,166.166,3.22849E-05,312.608,1.13E-09,0.000285759,1.18E-11,2.63426,7.12959,321.191,1.45E-11,0.784468,9.35706,430.294,-0.325448,121.361,N/A,N/A,7.05E-10,0.00419964
82657-04-3,CASRN,DTXSID9020160,Bifenthrin,422.87,C23H22ClF3O2,381.944,411.331,1.23E-08,1.262,0.781,7.01E-09,210.237,61.058,0.392,0.000136144,N/A,N/A,N/A,N/A,1.21E-07,4.98E-08,3.32E-11,4990.65,3.54377,370.919,4.85E-08,3.64746,10.4688,223091,6.18611,68.9916,N/A,N/A,1.79E-07,5.06E-08
81-81-2,CASRN,DTXSID5023742,Warfarin,308.333,C19H16O4,N/A,451.873,3.77572E-05,1.329,0.961,1.71791E-05,235.071,172.903,0.309,0.000129718,N/A,N/A,8.87156E-05,66.6807,8.55E-10,0.000142233,3.35E-11,17.7933,3.54225,398.381,6.14E-09,0.408781,10.66,912.145,2.69984,160.992,N/A,N/A,1.15E-07,9.62323E-05
81335-77-5,CASRN,DTXSID3024287,Imazethapyr,289.335,C15H19N3O3,2.50611,N/A,6.38264E-05,1.239,0.927,N/A,259.783,195.096,0.639,0.00134896,N/A,N/A,N/A,N/A,5.12E-09,0.00181552,1.29E-11,4.26593,3.52308,277.227,3.00E-10,0.633637,9.15553,7.11061,1.44578,171.011,N/A,N/A,2.12E-10,0.00486458
81335-37-7,CASRN,DTXSID3024152,Imazaquin,311.341,C17H17N3O3,3.4435,N/A,5.30884E-05,1.305,0.945,N/A,279.215,222.92,0.56,0.011298,N/A,N/A,N/A,N/A,5.35E-10,0.000450817,1.65E-11,2.88632,3.34957,288.539,2.09E-10,0.227621,9.33619,19.9887,1.86053,220.931,N/A,N/A,1.71E-10,0.00301365
81-15-2,CASRN,DTXSID1021405,Musk Xylene,297.267,C12H15N3O6,101.158,354.862,6.01174E-06,1.357,1.021,2.92E-07,169.688,115.917,-0.041,0.000608135,N/A,138.143,3.98107E-06,2.16272,4.03645E-06,1.56315E-05,1.70E-11,4073.41,4.95382,331.439,1.52913E-06,0.935865,8.41126,8756.28,3.84917,110.029,N/A,N/A,4.01804E-05,0.000216472
81-14-1,CASRN,DTXSID6025690,Musk ketone,294.307,C14H18N2O5,130.017,378.337,6.45654E-06,1.248,0.75,3.03E-07,163.553,116.981,-0.015,0.000246037,N/A,136.614,7.06318E-06,3.54813,5.34564E-06,1.77011E-05,1.83E-11,624.078,3.1167,351.311,1.14E-08,0.58166,8.64452,3916.17,4.2993,135.293,N/A,N/A,5.24888E-06,6.47534E-06
81093-37-0,CASRN,DTXSID6023498,Pravastatin,424.534,C23H36O7,1.87499,478.809,4.28549E-05,1.226,0.591,2.08449E-06,318.026,131.601,0.11,0.00229087,41.664,164.103,3.10456E-05,N/A,8.81E-10,0.000130317,1.40E-10,6.58687,14.5888,379.053,1.17E-11,0.272192,9.42849,1553.36,2.17992,161.438,N/A,N/A,4.27E-10,0.000024765
81-07-2,CASRN,DTXSID5021251,Saccharin,183.18,C7H5NO3S,1.3,151.89,0.000186209,1.39,0.56,0.000812831,170.47,141.42,0.04,0.00331131,27.38,144.82,0.00549541,1.54882,1.07152,0.0154882,2.77E-11,1.24981,4.2407,266.837,2.25E-09,0.0977335,7.77209,20.3629,0.909345,143.145,1.76,N/A,2.98665E-06,0.0214582
80573-04-2,CASRN,DTXSID7040653,Balsalazide,357.322,C17H15N3O6,0.0959401,523.856,4.23643E-05,1.52,0.927,N/A,359.978,271.24,0.884,N/A,N/A,N/A,N/A,N/A,5.35E-14,8.45279E-06,1.06E-11,6.81817,4.40233,275.558,5.76E-11,0.13946,9.41294,230.438,-0.104748,199.017,N/A,N/A,4.04E-10,0.000622983
80474-14-2,CASRN,DTXSID8045511,Fluticasone propionate,500.57,C25H31F3O5S,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.79E-11,10.9983,98.2622,454.229,1.28E-11,2.26414,10.2866,53854.5,4.10178,248.327,N/A,N/A,8.79E-09,3.02902E-05
80-05-7,CASRN,DTXSID7020182,Bisphenol A,228.291,C15H16O2,117.22,359.933,6.91831E-06,1.195,0.711,1.41906E-05,188.141,124.909,0.086,0.0179887,N/A,150.389,2.32274E-05,9.66051,2.59418E-06,0.00124451,1.64E-11,43.6523,15.145,343.191,1.25E-07,1.85933,8.38031,1436.23,3.32044,152.696,N/A,N/A,6.78E-08,0.000745153
79902-63-9,CASRN,DTXSID0023581,Simvastatin,418.574,C25H38O5,N/A,439.866,9.88553E-06,1.124,0.751,1.30017E-06,240.421,143.012,0.228,0.000273527,N/A,N/A,N/A,N/A,8.79E-09,9.22571E-06,1.39E-10,28.8615,7.60978,389.429,3.51E-08,1.06881,10.3321,71462.4,4.67688,136.588,N/A,N/A,1.28E-08,2.26473E-06
79794-75-5,CASRN,DTXSID2023224,Loratadine,382.89,C22H23ClN2O2,28.6418,474.912,1.28825E-06,1.25,0.8,8.93E-08,245.84,155.91,-0.082,0.00115878,N/A,N/A,N/A,N/A,2.27E-10,1.27644E-05,3.33E-11,123.965,3.35958,365.069,1.84E-08,3.65169,11.6969,4271.15,5.19717,134.907,N/A,N/A,3.61E-10,8.16088E-06
79617-96-2,CASRN,DTXSID6023577,Sertraline,306.23,C17H17Cl2N,501.187,366.34,2.93765E-06,1.202,0.609,5.07E-07,204.434,135.574,0.348,0.00164437,N/A,136.459,2.60615E-06,44.8745,1.89E-07,6.96627E-06,1.67E-11,1492.75,67.9573,374.743,6.45034E-05,5.67704,11.4417,4438.07,4.81032,122.392,N/A,N/A,3.34E-07,1.48669E-05
79559-97-0,CASRN,DTXSID1040243,Sertraline hydrochloride,342.69,C17H18Cl3N,501.187,366.34,2.93765E-06,1.202,0.609,5.07E-07,204.434,135.574,0.348,0.00164437,N/A,136.459,2.60615E-06,44.8745,1.89E-07,6.96627E-06,1.67E-11,1492.75,67.9573,374.743,6.45034E-05,5.67704,11.4417,4438.07,0.816038,224.804,N/A,N/A,3.34E-07,1.48669E-05
79538-32-2,CASRN,DTXSID5032577,Tefluthrin,418.74,C17H14ClF7O2,567.545,289.657,1.94E-08,1.5,0.96,1.27E-08,183.803,37.059,0.654,0.000194089,N/A,N/A,N/A,N/A,3.45144E-06,1.04E-07,2.18E-11,1246.93,3.54067,306.215,4.48E-08,7.37772,8.42149,1529.46,6.49966,44.5881,N/A,N/A,5.97455E-05,4.29E-08
789-02-6,CASRN,DTXSID6022345,"o,p'-DDT",354.48,C14H9Cl5,9397.23,365.742,2.73E-08,1.517,0.463,2.55E-07,188.308,86.486,0.022,N/A,42.978,124.974,1.14025E-06,10.1158,4.14954E-06,1.24E-07,7.04E-13,14932.3,11.6876,371.487,1.43448E-05,51.3442,9.56752,126385,6.92326,104.428,N/A,N/A,1.34353E-06,2.14E-07
78-59-1,CASRN,DTXSID8020759,Isophorone,138.21,C9H14O,8.27942,211.454,0.000161808,0.925,0.944,0.00044978,73.547,31.413,0.25,0.0104954,33.105,N/A,N/A,N/A,0.429536,0.0304088,7.69E-11,2.01286,3.69868,216.014,3.69736E-05,0.0514124,4.32297,25.3723,1.70616,-7.78827,N/A,N/A,0.440752,0.0887907
78-51-3,CASRN,DTXSID5021758,Tris(2-butoxyethyl) phosphate,398.477,C18H39O7P,6.09537,353.92,2.39E-07,0.986,0.501,4.89779E-05,211.708,-63.425,0.045,0.0127938,31.448,161.541,N/A,N/A,3.78443E-06,0.000592925,1.73E-11,5.75762,3.67992,345.388,7.28853E-06,7.70993,11.7266,12390.5,3.7494,-69.8844,N/A,N/A,1.70647E-05,0.00274966
78-48-8,CASRN,DTXSID1024174,Tribufos,314.5,C12H27OPS3,42.462,N/A,1.02E-07,1.116,0.084,1.23027E-06,174.528,10.64,0.199,0.000448745,N/A,N/A,N/A,N/A,1.01158E-05,0.000178238,2.00E-11,457.467,378.717,343.85,2.99E-07,0.254259,10.1055,5011.04,5.69968,15.8481,N/A,N/A,5.32026E-06,5.46514E-06
78-44-4,CASRN,DTXSID8024733,Carisoprodol,260.334,C12H24N2O4,2.03704,316.994,1.1324E-06,1.083,0.761,2.14289E-05,199.55,87.736,0.402,0.00420727,N/A,N/A,N/A,N/A,1.96336E-05,0.00313329,1.77E-11,2.87869,4.62697,254.707,6.32E-10,0.606724,8.40363,236.363,2.402,91.8713,N/A,N/A,8.71E-08,0.00115718
78-42-2,CASRN,DTXSID0021414,Tris(2-ethylhexyl) phosphate,434.642,C24H51O4P,42.3643,394.205,1.71E-08,0.866,0.392,3.40E-07,215.983,-45.16,0.094,0.0467735,28.838,149.636,N/A,15.0314,2.79898E-06,1.18304E-05,1.74E-11,50.1745,4.22722,411.783,2.42642E-06,0.513773,11.6938,12716,9.20331,-73.9686,N/A,N/A,8.28E-08,2.4091E-06
78-40-0,CASRN,DTXSID8026228,Triethyl phosphate,182.156,C6H15O4P,4.13048,209.605,2.38E-07,1.039,0.706,0.000368978,88.548,-41.107,0.563,0.000899498,28.959,140.093,0.00493174,2.51768,0.0889201,0.92045,5.52E-11,1.28887,4.90451,215.446,3.62E-08,0.0813037,5.78968,60.5996,0.800133,-56.38,N/A,N/A,0.391431,2.69531
77-93-0,CASRN,DTXSID0040701,Triethyl citrate,276.285,C12H20O7,1.36144,316.611,5.74116E-05,1.179,0.701,0.000253513,148.335,44.2,0.349,0.0146893,35.55,158.874,0.00129718,6.5013,5.62341E-05,0.0166725,7.14E-12,3.52953,3.81668,293.986,2.43E-09,0.407826,9.06705,329.289,0.521624,43.9626,N/A,N/A,0.000684371,0.241492
779-02-2,CASRN,DTXSID3061134,9-Methylanthracene,192.261,C15H12,533.335,342.651,2.63633E-06,1.098,0.713,1.99526E-06,156.501,94.316,0.677,0.00679204,38.329,124.112,3.28095E-05,N/A,8.45279E-06,2.53513E-06,9.59E-11,694.407,258.706,275.114,5.13017E-05,1.70629,7.55285,64190.8,5.06981,85.9996,N/A,N/A,4.00531E-05,1.32665E-06
77501-63-4,CASRN,DTXSID7024160,Lactofen,461.77,C19H15ClF3NO7,30.4088,425.323,1.58855E-06,1.53,1.012,3.58E-08,241.909,73.195,0.466,0.00626614,N/A,N/A,N/A,N/A,2.29E-08,8.22E-07,1.85E-11,93.5328,3.54758,378.701,4.84E-09,6.88765,10.267,10041.9,4.80799,45.0992,N/A,N/A,6.98E-08,2.18E-07
77-36-1,CASRN,DTXSID4022812,Chlorthalidone,338.76,C14H11ClN2O4S,4.23643,N/A,N/A,1.532,1.077,N/A,317.993,254.322,N/A,0.00772681,N/A,N/A,N/A,N/A,7.08E-10,0.000245471,1.67E-11,2.41783,4.3369,273.531,2.19E-11,0.198266,9.2734,29.4456,0.850179,238.989,N/A,N/A,9.80E-11,0.000354223
77-26-9,CASRN,DTXSID6022711,Butalbital,224.26,C11H16N2O3,0.533335,358.102,0.000212814,1.111,0.97,0.00077983,169.507,140.688,0.449,0.00138995,N/A,N/A,N/A,N/A,4.45E-09,0.00562341,3.55E-11,2.69108,3.52571,257.349,3.57E-09,0.138125,9.13686,141.569,1.56642,137.539,N/A,N/A,2.05E-08,0.00795995
76-99-3,CASRN,DTXSID7023273,Methadone,309.453,C21H27NO,192.309,345.454,1.46218E-05,0.987,0.572,1.27057E-05,160.581,77.815,-0.044,0.000444631,39.375,142.639,1.19674E-05,N/A,1.74985E-06,5.63638E-05,2.79E-11,232.745,3.64651,353.486,9.64E-09,1.04368,9.94088,2992.57,3.92968,124.389,N/A,8.62,1.04008E-06,2.44436E-05
76963-41-2,CASRN,DTXSID5023376,Nizatidine,331.45,C12H21N5O2S2,N/A,N/A,0.000753356,1.321,0.061,N/A,178.487,113.501,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0580764,1.78E-11,4.63893,3.54851,341.506,1.65E-09,0.481301,10.8143,726.263,0.372878,130.96,N/A,N/A,2.03E-07,0.00200731
76960-87-7,CASRN,DTXSID1058474,O-ethyl O-methyl S-propylphosphorothioate (metabolite of ethoprop),198.22,C6H15O3PS,3.0761,N/A,1.2331E-06,1.117,0.595,8.51138E-05,98.28,-22.334,0.039,8.99498E-05,N/A,N/A,N/A,N/A,0.00496592,0.0383707,3.74E-11,1.85937,3.53362,222.78,3.61E-07,0.0694675,7.05647,55.9383,1.83278,-59.3498,N/A,N/A,0.0313404,0.012655
76936-72-6,CASRN,DTXSID701017843,O-ethyl S-methyl S-propyl phosphorodithioate,214.28,C6H15O2PS2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.67E-11,3.88286,139.811,264.674,1.14715E-06,0.0674934,7.38215,70.5587,3.10244,4.8608,N/A,N/A,0.000263057,0.00285396
76824-35-6,CASRN,DTXSID5023039,Famotidine,337.44,C8H15N7O2S3,N/A,N/A,0.000946237,N/A,0.529,N/A,N/A,190.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.99834E-05,1.78E-11,1.68665,4.00026,311.147,1.05E-10,0.136227,9.39326,192.09,-0.638852,163.525,N/A,N/A,1.87E-09,0.0026907
76-75-5,CASRN,DTXSID1023653,Thiopental,242.34,C11H18N2O2S,N/A,N/A,2.10378E-05,1.201,0.773,N/A,170.433,137.756,0.305,N/A,N/A,N/A,N/A,N/A,N/A,0.0118304,9.11E-12,6.39013,4.95974,299.454,5.15E-09,1.02231,9.57378,117.558,2.84994,192.248,N/A,N/A,1.43E-08,0.000439338
76-74-4,CASRN,DTXSID7023435,Pentobarbital,226.276,C11H18N2O3,4.44631,N/A,0.000864968,1.275,0.972,N/A,201.96,161.31,0.523,0.000691831,N/A,N/A,N/A,N/A,1.75E-07,0.00820352,6.16E-12,2.35557,3.50622,270.027,2.11E-09,0.483848,8.34832,128.025,2.09935,129.511,12.38,N/A,4.50E-08,0.0032233
76-73-3,CASRN,DTXSID6044145,Secobarbital,238.287,C12H18N2O3,0.632412,382.578,0.000389045,1.093,0.974,0.000223357,194.788,134.005,0.337,0.000562341,N/A,N/A,N/A,N/A,8.55E-09,0.00272898,3.58E-11,2.32013,3.52657,254.964,3.56E-09,0.213085,9.2074,91.2002,1.97088,100.403,N/A,N/A,2.12E-08,0.00526511
76-57-3,CASRN,DTXSID2020341,Codeine,299.37,C18H21NO3,110.154,427.569,4.57088E-05,1.32,0.952,0.000005188,223.573,166.884,0.195,0.000699842,N/A,N/A,N/A,N/A,5.35E-09,0.00194984,3.06E-11,15.8857,143.084,331.784,8.22E-09,1.84063,11.315,195983,1.14038,157.617,N/A,N/A,3.25E-09,0.0299363
76547-98-3,CASRN,DTXSID6040537,Lisinopril,405.495,C21H31N3O5,0.110917,507.41,0.000118577,1.324,0.676,8.89201E-06,374.422,197.845,-0.033,0.00215774,N/A,N/A,0.00006223,419.759,2.22E-11,0.00107895,4.39E-11,3.52341,4.6213,282.249,1.70E-11,0.195613,9.43284,53.7819,-1.22045,163.513,N/A,N/A,4.17E-10,0.237862
76-44-8,CASRN,DTXSID3020679,Heptachlor,373.3,C10H5Cl7,4436.09,317.389,3.81E-07,1.813,0.441,2.07E-07,189.829,108.975,0.052,0.00127938,N/A,N/A,N/A,N/A,4.37522E-05,9.25E-08,5.94E-11,8708.86,146.66,310.062,0.000292218,28.2576,7.7734,23997.2,6.09905,95.5231,N/A,N/A,0.000395431,3.82E-07
76-42-6,CASRN,DTXSID5023407,Oxycodone,315.369,C18H21NO4,45.2898,433.337,0.000109396,1.364,0.974,6.18016E-05,236.208,199.665,0.08,0.00180717,N/A,N/A,N/A,N/A,1.75E-09,0.00446684,6.82E-11,2.13891,146.265,330.635,3.55E-11,2.03796,11.0193,40600.7,1.23938,218.904,N/A,N/A,3.39E-09,0.000587967
76420-72-9,CASRN,DTXSID0048975,Enalapril acid,348.399,C18H24N2O5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.36E-11,3.19422,3.34909,285.852,1.27E-11,0.184997,9.28668,115.329,-0.734843,149.573,N/A,N/A,5.43E-11,0.0110981
76-22-2,CASRN,DTXSID5030955,Camphor,152.237,C10H16O,55.7186,203.784,0.000118032,0.963,0.94,0.000677641,65.146,140.676,-0.018,0.00988553,32.681,118.555,0.000545758,1.34896,0.214289,0.0111944,1.79E-11,18.0232,5.39513,199.57,0.000079075,0.081715,4.84625,1852.03,2.38432,153.56,N/A,N/A,0.650118,0.00572767
759-94-4,CASRN,DTXSID1024091,EPTC,189.32,C9H19NOS,14.6893,N/A,3.02691E-05,0.975,0.59,N/A,106.866,7.836,0.356,0.00487529,N/A,N/A,N/A,N/A,0.011508,0.00174582,3.18E-11,23.7773,4.62751,215.905,2.89E-07,0.0695576,6.9062,239.641,3.2102,0.371881,N/A,N/A,0.0239796,0.00196959
75847-73-3,CASRN,DTXSID5022982,Enalapril,376.453,C20H28N2O5,0.972747,454.243,9.44061E-05,1.221,0.646,8.66962E-06,300.299,140.725,-0.028,0.00230144,N/A,160.362,4.74242E-05,289.068,1.00E-09,0.0036141,2.36E-11,20.0537,3.35393,322.508,1.37E-11,0.153443,9.42691,179.813,0.0736852,121.537,N/A,N/A,2.42E-10,0.00149653
75330-75-5,CASRN,DTXSID5020784,Lovastatin,404.547,C24H36O5,N/A,462.291,1.68655E-05,1.159,0.746,1.31826E-06,241.627,132.932,0.075,0.000966051,N/A,N/A,4.2462E-06,N/A,6.73E-09,2.23357E-05,1.40E-10,48.3047,7.60431,389.177,3.17E-08,1.0671,10.3549,112581,4.25765,147.545,N/A,N/A,7.56E-09,1.00432E-06
75-25-2,CASRN,DTXSID1021374,Bromoform,252.731,CHBr3,5.52077,130.736,3.66438E-05,2.578,N/A,3.84592E-05,50.387,-10.217,0.56,0.00171002,39.072,85.107,5.30884E-05,1.80717,3.64754,0.0126765,6.76E-14,13.4973,17.623,149.093,0.000538575,0.199439,3.97719,114.831,2.53528,8.0943,N/A,N/A,5.41188,0.0126257
75225-51-3,CASRN,DTXSID20873334,Lovastatin acid,422.562,C24H38O6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.40E-10,6.18063,14.3041,390.842,1.43E-11,0.262083,9.34141,122820,4.03768,150.477,N/A,N/A,3.64E-10,6.30032E-05
74222-97-2,CASRN,DTXSID0034936,Sulfometuron-methyl,364.38,C15H16N4O5S,0.907821,N/A,N/A,1.474,1.056,N/A,300.484,198.015,0.116,N/A,N/A,N/A,N/A,N/A,2.21E-11,0.000406443,1.82E-11,3.45095,4.28794,264.402,6.51E-10,0.155478,9.515,41.7074,1.20019,203.968,N/A,N/A,2.45E-11,0.000459533
74103-06-3,CASRN,DTXSID8023189,Ketorolac,255.273,C15H13NO3,6.69885,384.83,7.43019E-05,1.308,0.674,7.36207E-06,242.221,184.43,0.352,0.000580764,N/A,N/A,0.00012218,59.7035,1.69E-08,0.00011749,1.78E-11,2.89689,3.53703,321.948,7.39E-10,0.324499,10.7215,188.168,2.88411,160.532,N/A,N/A,9.39E-09,0.000350392
73963-72-1,CASRN,DTXSID9045132,Cilostazol,369.469,C20H27N5O2,22.182,462.293,0.000063387,1.293,0.513,4.68E-07,294.363,174.609,0.922,0.00459198,N/A,N/A,N/A,N/A,9.73E-12,1.65577E-05,2.46E-11,2.55955,3.35578,329.733,6.70E-09,1.38341,10.3203,28238.5,3.92077,160.01,N/A,N/A,8.90E-08,1.24234E-05
738-70-5,CASRN,DTXSID3023712,Trimethoprim,290.323,C14H18N4O3,13.8357,435.829,5.22396E-05,1.394,0.844,3.68129E-05,276.307,196.991,0.421,0.00571479,N/A,N/A,0.00035156,N/A,7.14E-09,0.000870964,1.42E-11,47.2524,4.23985,336.519,1.65E-08,0.627596,9.33787,114.803,0.910108,201.012,N/A,N/A,1.98E-09,0.00133087
73590-58-6,CASRN,DTXSID6021080,Omeprazole,345.42,C17H19N3O3S,14.7911,N/A,5.29663E-05,1.506,0.626,1.69044E-05,296.653,183.073,N/A,0.00273527,N/A,N/A,N/A,N/A,N/A,0.00207014,1.75E-11,14.8163,3.35693,369.888,3.57509E-06,2.09153,10.2852,930.889,2.23054,156.047,N/A,N/A,7.40E-08,0.000301348
73573-88-3,CASRN,DTXSID4040684,Mevastatin,390.52,C23H34O5,N/A,443.142,2.31206E-05,1.175,0.747,2.32809E-06,239.946,145.024,0.099,0.00253513,N/A,N/A,5.22396E-06,N/A,7.59E-09,0.000033037,1.40E-10,33.3938,7.53235,388.956,3.24E-09,0.877553,10.3775,107142,3.95021,151.971,N/A,N/A,7.58E-09,2.63143E-06
73-48-3,CASRN,DTXSID5022647,Bendroflumethiazide,421.41,C15H14F3N3O4S2,1.60694,N/A,N/A,1.607,1.018,N/A,332.675,226.879,N/A,0.00314051,N/A,N/A,N/A,N/A,3.17E-10,0.000486407,1.39E-11,2.45595,4.48448,254.89,2.16E-11,0.426829,9.25093,36.5901,1.54064,222.055,N/A,N/A,8.39E-11,0.000256545
73231-34-2,CASRN,DTXSID9045500,Florfenicol,358.21,C12H14Cl2FNO4S,2.8774,387.402,0.000174582,1.523,1.038,2.8119E-06,283.49,142.082,0.131,0.00797995,N/A,N/A,N/A,N/A,5.50E-08,0.00117761,1.94E-11,1.7772,3.53525,350.664,1.32E-10,0.589201,9.22807,50.003,0.394565,197.401,N/A,N/A,1.27E-08,0.00371452
7313-54-4,CASRN,DTXSID6074756,"1,3,5-Triazin-2(1H)-one, 4-amino-6-(ethylamino)-",155.161,C5H9N5O,0.292415,N/A,0.00265461,1.735,0.756,N/A,174.948,202.469,N/A,0.0105682,N/A,N/A,N/A,N/A,N/A,0.0053827,9.95E-12,1.65859,4.45329,326.372,4.23E-09,0.0940836,7.89088,162.414,1.07817,294.177,N/A,N/A,1.98E-09,0.0193495
72895-88-6,CASRN,DTXSID30223184,Eltenac,302.17,C12H9Cl2NO2S,19.4536,400.182,0.000043451,1.452,0.865,N/A,252.893,184.813,0.441,0.0013366,N/A,N/A,7.87046E-06,110.408,5.11E-09,0.00033037,7.01E-12,3.27362,4.12048,308.958,1.70E-10,0.15871,9.28732,2624.49,4.97475,182.203,N/A,N/A,2.48E-09,0.000437117
