CAS,FOUND_BY,DTXSID,PREFERRED_NAME,AVERAGE_MASS,MOLECULAR_FORMULA,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
82419-36-1,CASRN,DTXSID3041085,Ofloxacin,361.373,C18H20FN3O4,3.53183,426.364,4.69894E-05,1.369,1.033,3.4435E-06,275.722,212.417,0.652,0.00385478,N/A,N/A,N/A,N/A,9.31E-10,0.00103992,2.40E-11,4.41415,3.36089,338.933,1.16E-09,0.359273,10.4186,482.065,-0.387824,168.836,N/A,N/A,1.46E-07,0.0775465
6981-18-6,CASRN,DTXSID1046689,Ormetoprim,274.324,C14H18N4O2,18.1552,425.25,0.000044157,1.332,0.884,1.92309E-05,273.067,197.186,0.214,0.00480839,N/A,N/A,0.000152055,N/A,1.14E-08,0.000587489,1.42E-11,46.1019,3.34779,332.292,1.34E-08,0.343014,9.31046,119.118,1.2304,221.929,N/A,N/A,1.35E-09,0.005548
14698-29-4,CASRN,DTXSID1021089,Oxolinic acid,261.233,C13H11NO5,1.95434,406.16,3.58096E-05,1.44,1.15,7.90679E-06,236.968,225.686,0.751,0.00270396,N/A,145.387,7.53356E-05,42.9536,4.63E-08,0.000378443,1.86E-11,3.35103,3.35251,331.048,1.49E-09,1.00069,10.6767,811.481,0.942494,168.222,N/A,N/A,5.17E-08,1.24712E-05
79-57-2,CASRN,DTXSID1034260,Oxytetracycline,460.439,C22H24N2O9,7.87046,646.411,0.000025704,1.75,0.831,2.42661E-06,444.511,276.712,0.563,0.00247742,N/A,N/A,N/A,N/A,4.61E-16,0.00263633,7.31E-11,1.42326,147.805,378.5,1.36E-11,0.408611,9.50064,538.462,-0.900077,184.516,N/A,N/A,1.63E-08,0.000722458
51930-04-2,CASRN,DTXSID00477016,"Benzene, 1,3-dibromo-2-phenoxy-",328.003,C12H8Br2O,849.18,323.361,3.89E-07,1.87,N/A,9.16E-07,149.343,132.817,0.22,0.000120781,N/A,114.481,8.03526E-06,N/A,4.57088E-06,2.95E-07,1.44E-11,10389.6,11.9988,331.055,0.000154452,4.67937,8.04467,59499.1,5.30213,59.8623,N/A,N/A,0.00100423,1.12301E-05
189084-66-0,CASRN,DTXSID50873928,"2,3',4,4',6-Pentabromodiphenyl Ether",564.691,C12H5Br5O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.04E-12,1872550,25.1506,408.119,0.000535757,50.9216,11.5401,584376,7.27653,213.478,N/A,N/A,3.24E-08,1.79E-08
189084-59-1,CASRN,DTXSID40477015,"3,4-Dibromodiphenyl ether",328.003,C12H8Br2O,626.614,326.413,7.24E-07,1.673,N/A,1.1722E-06,139.104,112.499,-0.01,8.43335E-05,N/A,119.392,7.63836E-06,N/A,9.16221E-06,2.25E-07,1.43E-11,10384.4,12.0492,331.891,0.000315325,5.38172,8.43594,58546.7,5.61072,58.5486,N/A,N/A,0.000244512,1.14534E-05
83694-71-7,CASRN,DTXSID90577711,1-Bromo-3-(4-bromophenoxy)benzene,328.003,C12H8Br2O,669.885,326.731,5.36E-07,1.674,N/A,1.30918E-06,139.23,124.308,0.051,0.000158855,N/A,115.75,7.11214E-06,N/A,8.77001E-06,2.26E-07,1.45E-11,10523.4,16.6057,340.669,4.92812E-05,12.8506,8.5671,58445.2,5.69548,59.6901,N/A,N/A,0.000151344,1.10939E-05
366791-32-4,CASRN,DTXSID50573491,"1,2,3-Tribromo-5-(3,4-dibromophenoxy)benzene",564.691,C12H5Br5O,311.889,438.737,2.79E-08,2.586,N/A,1.21E-07,202.286,246.687,-0.033,1.09396E-05,N/A,109.402,1.48E-07,N/A,1.56E-08,2.35E-09,2.33E-12,1872550,29.7218,408.119,0.00443161,51.7073,11.5401,590219,7.38346,213.478,N/A,N/A,3.28E-08,1.73E-08
182677-28-7,CASRN,DTXSID60550652,"1,1'-Oxybis(2,3,4-tribromobenzene)",643.587,C12H4Br6O,411.15,466.026,1.07E-08,2.865,N/A,4.39E-08,214.251,261.205,-0.041,N/A,N/A,N/A,1.11E-07,N/A,4.37E-09,1.06E-09,9.77E-13,1022620,49.7703,415.186,0.00354296,57.307,11.7138,257948,7.75923,222.032,N/A,N/A,6.56E-08,9.34E-09
337513-77-6,CASRN,DTXSID70879866,BDE-40,485.795,C12H6Br4O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.06E-12,1007900,25.1514,378.58,0.00403948,39.9094,9.71667,934985,6.49707,200.331,N/A,N/A,5.23E-07,1.23E-07
2050-47-7,CASRN,DTXSID9024015,"4,4'-Dibromodiphenyl ether",328.003,C12H8Br2O,685.488,329.339,6.85E-07,1.817,N/A,1.25893E-06,158.188,132.559,0.038,0.000117761,N/A,117.635,7.8343E-06,N/A,1.05682E-05,1.64E-07,1.44E-11,10523.4,15.4703,339.012,0.000103466,5.03923,8.62772,33662.1,5.71936,60.571,N/A,N/A,0.000137466,1.11316E-05
35854-94-5,CASRN,DTXSID10873929,"2,2',4,4',6,6'-Hexabromodiphenyl Ether",643.587,C12H4Br6O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.33E-13,1376640,118.268,415.19,0.00119336,56.5357,11.7085,248125,7.76431,221.784,N/A,N/A,6.43E-08,9.42E-09
147217-75-2,CASRN,DTXSID40872703,"2,2',4-Tribromodiphenyl ether",406.899,C12H7Br3O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.74E-12,523176,24.1499,334.013,0.000159078,23.7531,9.83679,153477,5.74058,205.017,N/A,N/A,1.55346E-06,2.41218E-05
147217-77-4,CASRN,DTXSID10577713,"2,4-Dibromo-1-(3-bromophenoxy)benzene",406.899,C12H7Br3O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.05E-11,674120,23.6863,334.097,0.000184936,33.8471,9.42064,153210,5.95814,199.735,N/A,N/A,1.24013E-06,2.48656E-05
337513-72-1,CASRN,DTXSID7074749,BDE-203,801.379,C12H2Br8O,760.326,523.475,3.28E-09,3.313,N/A,2.96E-09,234.291,285.564,0.032,N/A,N/A,N/A,N/A,N/A,1.98E-10,2.48E-10,9.72E-13,462365,114.249,497.095,0.00283131,43.7752,11.6817,332152,8.70829,206.841,N/A,N/A,3.17E-07,1.42E-09
63387-28-0,CASRN,DTXSID30881107,"2,2′,3,3′,4,4′,5,5′,6-Nonabromodiphenyl ether",880.275,C12HBr9O,988.553,540.137,1.61E-09,3.461,N/A,3.25E-10,243.424,300.619,-0.023,N/A,N/A,N/A,N/A,N/A,1.52E-11,1.14E-10,9.78E-13,386042,214.881,507.114,0.0015766,35.7552,11.6788,348909,7.84244,294.694,N/A,N/A,2.53E-10,4.36E-10
437701-79-6,CASRN,DTXSID30451985,"2,2′,3,3′,4,4′,5,6,6′-Nonabromodiphenyl ether",880.275,C12HBr9O,1030.39,541.113,1.44E-09,3.46,N/A,3.06E-10,242.913,300.415,-0.006,N/A,N/A,N/A,N/A,N/A,1.64E-11,1.16E-10,9.63E-13,386042,249.434,507.114,0.00155305,35.8941,11.6788,348959,7.85665,294.722,N/A,N/A,3.25E-11,4.38E-10
437701-78-5,CASRN,DTXSID40556652,"2,2',3,3',4,5,5',6,6'-Nonobromodiphenyl ether",880.275,C12HBr9O,1056.82,540.785,1.30E-09,3.477,N/A,2.91E-10,243.439,303.508,0.008,N/A,N/A,N/A,N/A,N/A,1.53E-11,1.13E-10,9.57E-13,386042,217.478,507.114,0.00155228,36.2954,11.6788,348083,7.8574,294.729,N/A,N/A,3.20E-11,4.38E-10
1163-19-5,CASRN,DTXSID9020376,"2,2',3,3',4,4',5,5',6,6'-Decabromodiphenyl ether",959.171,C12Br10O,1276.44,541.973,1.12E-10,3.647,N/A,8.57E-11,244.687,314.058,-0.063,N/A,N/A,N/A,N/A,N/A,4.29E-12,5.38E-11,3.08E-12,249330,513.944,529.987,0.00160566,14.4705,11.677,359623,7.73829,295.059,N/A,N/A,8.47E-11,1.05E-10
147217-78-5,CASRN,DTXSID5024348,"2',3,4-Tribromodiphenyl ether",406.899,C12H7Br3O,288.403,379.397,1.41E-07,2.145,N/A,2.75E-07,173.344,175.968,0.229,5.01187E-05,N/A,115.903,2.76694E-06,N/A,5.18E-07,9.82E-08,1.06E-11,523176,16.6742,334.013,0.000983221,25.5166,9.83679,153446,5.98181,205.014,N/A,N/A,1.59161E-06,2.46913E-05
147217-80-9,CASRN,DTXSID90879863,BDE-35,406.899,C12H7Br3O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.07E-11,674120,23.9741,334.097,0.000420002,34.1913,9.42064,153236,5.95133,199.733,N/A,N/A,1.29532E-06,2.61691E-05
147217-81-0,CASRN,DTXSID50879864,BDE-37,406.899,C12H7Br3O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.08E-11,674120,16.945,334.818,0.00039094,29.4786,9.44648,266968,5.95297,199.631,N/A,N/A,1.03218E-06,2.62186E-05
243982-82-3,CASRN,DTXSID90873927,"2,2',4,5'-Tetrabromodiphenyl Ether",485.795,C12H6Br4O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.06E-12,1143000,24.646,376.011,0.00036908,39.6093,10.5288,643901,6.5402,182.007,N/A,N/A,1.04E-07,1.23E-07
189084-57-9,CASRN,DTXSID40616285,"1,3-Dibromo-2-(2,4-dibromophenoxy)benzene",485.795,C12H6Br4O,295.801,404.309,3.01E-08,2.371,N/A,1.14E-07,189.306,215.971,0.17,4.81948E-05,N/A,109.347,7.71E-07,N/A,1.14E-07,6.03E-09,1.05E-12,786593,24.9315,379.956,0.000368754,39.5814,10.1791,643909,6.43335,199.884,N/A,N/A,2.34E-07,1.24E-07
171977-44-9,CASRN,DTXSID70565813,"2,4-Dibromo-1-phenoxybenzene",328.003,C12H8Br2O,656.145,325.537,5.89E-07,1.674,N/A,1.00925E-06,150.206,121.265,0.164,0.000153109,N/A,114.88,7.49894E-06,N/A,8.18465E-06,2.37E-07,1.43E-11,10384.4,12.1218,331.891,0.000178426,5.17583,8.43594,58498.7,5.51666,58.5545,N/A,N/A,0.000238251,1.13713E-05
189084-62-6,Integrated Source CAS-RN - WARNING: Synonym mapped to two or more chemicals,DTXSID30873481,DE 71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
189084-62-6,CASRN - WARNING: Synonym mapped to two or more chemicals,DTXSID90873922,"2,3',4',6-Tetrabromodiphenyl Ether",485.795,C12H6Br4O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.49E-12,786593,25.1919,379.956,0.000327635,39.5739,10.1791,643767,6.48021,199.885,N/A,N/A,2.22E-07,1.23E-07
189084-63-7,CASRN,DTXSID60879895,BDE-75,485.795,C12H6Br4O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.54E-12,1143000,24.2164,374.883,0.000368678,39.4856,10.2622,644040,6.63233,181.994,N/A,N/A,1.71E-07,1.23E-07
93703-48-1,CASRN,DTXSID80877030,BDE-77,485.795,C12H6Br4O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.58E-12,1143000,37.5083,376.011,0.00354151,42.1074,10.5288,643788,6.47978,182.007,N/A,N/A,1.12E-07,1.21E-07
446254-48-4,CASRN,DTXSID40879898,BDE-79,485.795,C12H6Br4O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.51E-12,1041320,24.8559,375.226,0.000320332,41.406,10.5929,643807,7.09164,181.991,N/A,N/A,1.20E-07,1.21E-07
6903-63-5,CASRN,DTXSID90534622,"1,1'-Oxybis(3-bromobenzene)",328.003,C12H8Br2O,812.831,330.222,1.59E-07,1.871,N/A,1.05196E-06,165.815,128.478,0.062,0.00012388,N/A,116.883,7.39605E-06,N/A,7.37904E-06,2.14E-07,1.46E-11,10523.4,16.8661,332.041,4.60338E-05,4.85156,8.52046,59224.8,5.69351,58.5607,N/A,N/A,0.000166667,0.000011075
147217-71-8,CASRN,DTXSID50577712,1-Bromo-2-(4-bromophenoxy)benzene,328.003,C12H8Br2O,712.853,327.825,1.98E-07,1.873,N/A,9.91E-07,151.83,121.315,0.16,0.000151705,N/A,114.719,7.12853E-06,N/A,8.43335E-06,2.46E-07,1.45E-11,10530.3,16.6088,333.167,0.000237497,4.71739,8.4604,58499.8,5.34535,60.9002,N/A,N/A,0.000164434,1.09783E-05
32534-81-9,CASRN,DTXSID2024246,Pentabromodiphenyl ether,160.131,C12O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29767-20-2,CASRN,DTXSID8023638,Teniposide,656.66,C32H32O13S,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21411-53-0,CASRN,DTXSID30873800,Virginiamycin M1,525.602,C28H35N3O7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.53E-11,1.77819,3.35873,415.064,1.32E-11,0.496923,9.72392,1634.98,2.48677,155.731,N/A,N/A,3.86E-10,0.00236539
127-33-3,CASRN,DTXSID1022893,Demeclocycline,464.86,C21H21ClN2O8,0.785236,643.662,6.10942E-06,1.784,0.888,2.73E-07,438.855,272.639,0.676,0.00348337,N/A,N/A,N/A,N/A,2.81E-16,0.00109144,7.31E-11,1.64014,147.612,387.963,1.28E-11,0.467197,9.45716,566.964,-0.808412,185.379,N/A,N/A,5.00E-09,0.00313254
67392-87-4,CASRN,DTXSID7046465,Drospirenone,366.501,C24H30O3,N/A,480.566,5.22396E-06,1.244,0.901,N/A,219.889,231.34,0.093,0.00189234,N/A,N/A,N/A,N/A,1.24E-09,4.89779E-06,6.19E-11,38.7347,255.68,390.27,1.01E-08,21.9566,11.7149,73301.3,3.00154,142.734,N/A,N/A,2.94E-09,8.54488E-06
98079-51-7,CASRN,DTXSID4040680,Lomefloxacin,351.354,C17H19F2N3O3,4.2462,393.899,8.4918E-06,1.374,1.028,1.76198E-06,285.212,204.541,0.762,0.0151705,N/A,N/A,N/A,N/A,8.47E-09,0.000127644,5.30E-11,2.72652,3.3565,305.746,4.50E-11,0.155838,9.2824,1763.09,-0.299059,239.722,N/A,N/A,1.78E-10,0.00293977
98105-99-8,CASRN,DTXSID8048494,Sarafloxacin,385.371,C20H17F2N3O3,5.55904,448.287,6.66807E-06,1.422,0.94,5.81E-07,312.018,237.732,0.862,0.00454988,N/A,N/A,N/A,N/A,3.78E-10,3.53997E-05,2.40E-11,3.90403,5.2125,345.537,4.08E-11,0.16484,9.48523,2503.77,-0.113915,215.579,N/A,N/A,1.92E-09,0.000259777
68-35-9,CASRN,DTXSID7044130,Sulfadiazine,250.28,C10H10N4O2S,1.74181,N/A,N/A,1.464,0.932,N/A,265.362,215.545,-0.058,0.0337287,N/A,N/A,N/A,N/A,5.96E-09,0.00180302,8.99E-12,2.9186,3.36135,302.353,7.57E-11,0.110461,9.13358,114.994,-0.0886145,241.883,6.42,2,9.85E-10,0.000333942
73334-07-3,CASRN,DTXSID0023163,Iopromide,791.116,C18H24I3N3O8,N/A,N/A,N/A,3.126,0.786,8.93E-07,437.097,278.001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0357273,1.78E-11,5.41602,34.8646,401.517,1.43E-11,0.142832,9.55122,48.6557,-2.05051,204.206,N/A,N/A,1.69E-08,0.0130323
131-57-7,CASRN,DTXSID3022405,2-Hydroxy-4-methoxybenzophenone,228.247,C14H12O3,50.5825,361.717,1.99986E-05,1.224,0.784,2.98538E-05,164.21,102.257,0.641,0.0276058,N/A,N/A,6.69885E-05,16.9434,1.22E-07,0.000311172,1.59E-11,93.1479,3.5364,327.437,2.48E-10,0.136127,9.7197,429.818,3.7854,65.5044,N/A,N/A,2.31E-07,0.000212758
72629-94-8,CASRN,DTXSID90868151,Perfluorotridecanoic acid,664.109,C13HF25O2,707.946,230.125,N/A,1.919,N/A,N/A,109.306,0.264,0.266,N/A,N/A,52.402,N/A,N/A,0.0157761,N/A,8.24E-13,86.3414,5.46247,223.895,3.48E-10,2.98203,4.96314,184386,5.35196,118.637,N/A,N/A,0.000660493,4.28753E-05
45187-15-3,CASRN,DTXSID60873015,Perfluorobutanesulfonate,299.09,C4F9O3S,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.21E-15,6.29764,4.44671,211.006,2.95E-10,0.0823384,4.16447,491.494,3.11745,105.843,N/A,N/A,1.14E-08,0.00724937
335-76-2,CASRN,DTXSID3031860,Perfluorodecanoic acid,514.086,C10HF19O2,518.8,206.967,N/A,1.819,N/A,7.00E-07,79.581,5.981,N/A,0.000931108,N/A,59.455,N/A,N/A,0.042658,N/A,8.36E-13,29.8483,4.94078,204.748,1.50E-10,2.8076,4.28187,397.147,4.15089,89.9515,N/A,N/A,0.00146458,0.00225044
307-55-1,CASRN,DTXSID8031861,Perfluorododecanoic acid,614.101,C12HF23O2,602.56,222.304,N/A,1.868,N/A,N/A,96.281,-0.4,0.294,N/A,N/A,55.007,N/A,N/A,0.0212814,N/A,8.28E-13,83.8207,5.46506,248.972,3.40E-10,2.98326,4.75147,85440.8,5.24114,110.517,N/A,N/A,4.74767E-05,0.000135296
375-85-9,CASRN,DTXSID1037303,Perfluoroheptanoic acid,364.062,C7HF13O2,179.473,183.158,0.000213796,1.677,N/A,0.000018239,60.1,-0.077,N/A,0.000608135,12.175,68.001,N/A,N/A,0.599791,1.17761E-05,8.53E-13,4.98124,4.46934,176.997,2.09E-10,0.635419,4.0867,2112.45,2.05938,35.2578,N/A,N/A,0.0667766,0.319425
108427-53-8,CASRN,DTXSID80873012,Perfluorohexanesulfonate,399.1,C6F13O3S,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.16E-15,5.94164,4.45198,238.475,1.94E-10,0.628332,4.27439,2303.42,2.20305,189.961,N/A,N/A,8.19E-09,0.000610025
307-24-4,CASRN,DTXSID3031862,Perfluorohexanoic acid,314.054,C6HF11O2,93.1108,157.953,0.000199067,1.66,N/A,7.44732E-05,61.436,11.557,N/A,0.00248313,13.243,71.858,N/A,N/A,0.909913,0.000100462,8.59E-13,5.47264,4.46951,168.392,2.35E-10,0.345396,3.82725,1066.8,2.85045,11.7561,N/A,N/A,0.903417,9.10797E-05
375-95-1,CASRN,DTXSID8031863,Perfluorononanoic acid,464.078,C9HF17O2,325.087,199.597,N/A,1.804,N/A,2.91743E-06,74.008,4.708,N/A,0.000376704,N/A,62.293,N/A,N/A,0.0674528,1.90546E-06,8.41E-13,4.95048,4.9418,189.966,1.18E-09,2.5965,4.19974,2832.61,3.53773,68.5126,N/A,N/A,0.00843675,0.00282096
45298-90-6,CASRN,DTXSID80108992,Perfluorooctanesulfonate,499.12,C8F17O3S,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.01E-15,5.90952,4.92469,218.519,1.80E-11,2.66175,4.74771,354.431,5.60926,185.155,N/A,N/A,2.47722E-06,0.000817049
335-67-1,CASRN,DTXSID8031865,Perfluorooctanoic acid,414.07,C8HF15O2,217.27,192.241,0.000083946,1.704,N/A,0.000011272,73.892,-8.692,N/A,0.000425598,N/A,65.258,N/A,N/A,0.345144,4.73151E-06,8.47E-13,4.96385,4.94317,188.994,1.92E-10,1.34452,4.15594,1668.68,3.10642,54.2153,3.8,N/A,0.11083,0.0332134
2706-90-3,CASRN,DTXSID6062599,Perfluoropentanoic acid,264.047,C5HF9O2,50.6991,148.489,0.00017338,1.645,N/A,0.00012218,43.306,25.277,N/A,0.00591562,14.311,75.461,N/A,N/A,0.922571,0.000278612,8.66E-13,5.4828,4.46524,143.412,2.97E-10,0.0811896,3.75908,95.8758,1.35304,11.572,N/A,N/A,6.62374,0.000455149
2058-94-8,CASRN,DTXSID8047553,Perfluoroundecanoic acid,564.093,C11HF21O2,809.096,219.543,N/A,1.846,N/A,N/A,91.283,-2.309,N/A,0.000794328,N/A,57.674,N/A,N/A,0.0295121,N/A,8.32E-13,33.7745,4.94024,218.297,3.34E-10,2.93421,4.69615,16613.8,4.00255,98.5183,N/A,N/A,0.000647724,0.000164074
1246833-15-7,CASRN,DTXSID201019737,10-Hydroxy Amitriptyline Oxalate,383.444,C22H25NO5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.91E-11,195.551,8.11621,384.086,9.14E-10,3.7587,11.0086,2014.39,0.169412,156.572,N/A,N/A,1.48E-09,1.87263E-05
55-98-1,CASRN,DTXSID3020910,Busulfan,246.29,C6H14O6S2,N/A,262.786,0.0268534,1.412,0.839,0.000249459,179.135,27.179,1.115,0.00196789,N/A,N/A,N/A,N/A,0.000291072,0.00879022,1.02E-12,1.59241,7.70603,197.997,1.22364E-06,0.318328,5.20263,7.39484,-0.51855,47.2429,N/A,N/A,0.013867,0.00544534
05/07/6804,CASRN,DTXSID6043913,Carbadox,262.225,C11H10N4O4,N/A,N/A,N/A,N/A,0.925,N/A,212.699,253.047,0.925,N/A,N/A,N/A,N/A,N/A,N/A,0.00993116,1.07E-11,2.14027,4.4664,321.676,2.04E-08,0.502475,8.4125,193.002,1.66409,239.93,N/A,N/A,3.54E-08,0.000830132
61-72-3,CASRN,DTXSID5022853,Cloxacillin,435.88,C19H18ClN3O5S,3.01301,536.804,9.81748E-06,1.571,0.056,2.39E-07,372.123,233.142,-0.007,0.0094189,N/A,N/A,N/A,N/A,9.51E-12,5.54626E-05,1.79E-11,7.44608,35.4534,333.631,9.53E-12,0.151464,9.6411,275.82,2.48028,170.045,N/A,N/A,5.21E-11,3.14468E-05
83-43-2,CASRN,DTXSID7023300,Methylprednisolone,374.477,C22H30O5,11.1944,433.361,6.23735E-05,1.285,0.876,2.91072E-05,292.992,226.733,0.247,0.000549541,N/A,N/A,N/A,N/A,2.17E-10,0.00030761,6.23E-11,5.07743,98.1375,391.157,9.08E-12,0.692291,9.30599,71831.9,1.72116,232.396,N/A,N/A,3.59E-10,0.000428925
61-33-6,CASRN,DTXSID5046934,Penicillin G,334.39,C16H18N2O4S,0.774462,468.252,0.000120504,1.43,-0.018,1.74985E-06,347.134,196.238,-0.047,0.0159588,N/A,153.744,N/A,N/A,2.25E-10,0.00236592,1.71E-11,2.89345,13.4366,306.727,1.49E-11,0.164984,9.46268,707.597,1.82897,161.005,N/A,N/A,7.18E-11,0.0333992
87-08-1,CASRN,DTXSID3023429,Penicillin V,350.39,C16H18N2O5S,0.616595,480.544,0.000159588,1.451,-0.035,3.20627E-06,353.493,201.76,0.025,0.0170216,N/A,155.497,N/A,N/A,1.59E-10,0.00277332,1.71E-11,2.71145,6.60832,297.658,1.39E-11,0.149056,9.49355,443.867,2.08912,173.834,N/A,N/A,2.08E-10,0.0240087
57-68-1,CASRN,DTXSID6021290,Sulfamethazine,278.33,C12H14N4O2S,2.5704,N/A,N/A,1.424,0.898,N/A,273.118,219.024,0.008,0.025704,N/A,N/A,N/A,N/A,2.44E-09,0.00154525,1.57E-11,1.60776,3.36183,303.449,7.19E-11,0.157888,9.26252,143.384,0.191263,198.913,7.44,2.35,8.56E-10,0.00431954
10161-34-9,CASRN,DTXSID2046626,Trenbolone acetate,312.409,C20H24O3,61.9441,385.285,4.81948E-06,1.17,0.924,4.38E-07,189.849,147.083,0.023,0.00377572,42.088,N/A,N/A,N/A,5.70E-08,1.62555E-05,1.15E-10,24.5858,37.3986,350.812,9.79863E-06,1.46839,9.73968,141061,3.74427,129.976,N/A,N/A,1.67E-08,6.89173E-06
1401-69-0,CASRN,DTXSID3043996,Tylosin,916.112,C46H77NO17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.50E-11,5.01444,13.6689,465.359,1.34E-10,0.335379,9.56611,31497.4,1.63207,140.969,N/A,N/A,8.72E-10,0.00017407
309-00-2,CASRN,DTXSID8020040,Aldrin,364.9,C12H8Cl6,4017.91,355.96,1.91E-07,1.739,0.493,2.23E-07,176.325,169.573,0.166,0.000106414,N/A,N/A,N/A,N/A,5.76766E-05,1.17E-07,8.03E-11,5507.68,328.804,323.769,4.41113E-05,23.4902,8.66096,48966,6.49722,132.508,N/A,N/A,0.000119472,7.28E-08
133-06-2,CASRN,DTXSID9020243,Captan,300.58,C9H8Cl3NO2S,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
